ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,WCPA Forms,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global
408063,simple,0011,,Smije?na djecja majica I love boobies,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na djecja majica i love boobies ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/iloveboobies.png,,,,,,,,,1,,1252854,,,,,,,,,,,,,,,,,,,,
408309,simple,0012,,Smije?na djecja majica I may be small but i am the boss,-1,0,visible,Smije?na majica,?elite biti zvijezda zabave? Uz Smije?na djecja majica i may be small but i am the boss cete sigurno pogoditi ukus svakog tko voli zabavne i kreativne poklone.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/imaybesmallbutiamtheboss.png,,,,,,,,,0,,1252854,,,,,,,,,,,,,,,,,,,,
409221,simple,0013,,Smije?na djecja majica I only cry when ugly people hold me,-1,0,visible,Smije?na majica,"Smije?na djecja majica i only cry when ugly people hold me je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/i_only_cry_when_ugly_people_hold_me.png,,,,,,,,,1,,1252854,,,,,,,,,,,,,,,,,,,,
409457,simple,0014,,Smije?na djecja majica I wans't born yesterday...Or was I,-1,0,visible,Smije?na majica,Izmamite osmijehe i odu?evljenje uz Smije?na djecja majica i wans't born yesterday...or was i. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/iwasntbornyesterday.png,,,,,,,,,0,,1252854,,,,,,,,,,,,,,,,,,,,
409688,simple,0015,,Smije?na djecja majica laundry day,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na djecja majica laundry day je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/laundryday_1.png,,,,,,,,,1,,1252854,,,,,,,,,,,,,,,,,,,,
409934,simple,0016,,Smije?na djecja majica lijepa kao mama pametna kao tata,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na djecja majica lijepa kao mama pametna kao tata ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/lepakotmamipametna.jpg,,,,,,,,,1,,1252854,,,,,,,,,,,,,,,,,,,,
410165,simple,0017,,Smije?na djecja majica mamina maza,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na djecja majica mamina maza je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/maminljubcek.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
410635,simple,0018,,Smije?na djecja majica my daddy rocks,-1,0,visible,Smije?na majica,?elite biti zvijezda zabave? Uz Smije?na djecja majica my daddy rocks cete sigurno pogoditi ukus svakog tko voli zabavne i kreativne poklone.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/mydaddyrocksss.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
410862,simple,0019,,Smije?na djecja majica my mom is the bomb,-1,0,visible,Smije?na majica,"?elite razveseliti dragu osobu? Uz Smije?na djecja majica my mom is the bomb, smijeh i dobro raspolo?enje su zajamceni ? poklon koji ce se pamtiti!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/mymomisthebomb.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
411338,simple,0020,,Smije?na djecja majica ne gledaj mog tatu moja mama je ljubomorna,-1,0,visible,Smije?na majica,"?elite razveseliti dragu osobu? Uz Smije?na djecja majica ne gledaj mog tatu moja mama je ljubomorna, smijeh i dobro raspolo?enje su zajamceni ? poklon koji ce se pamtiti!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/negledatmojegaockaaa.jpg,,,,,,,,,9,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
411575,simple,0021,,Smije?na djecja majica tatino zlato,-1,0,visible,Smije?na majica,Smije?na djecja majica tatino zlato nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/ocijevalubicaaa_1.jpg,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
411807,simple,0022,,Smije?na djecja majica oceva porezna olak?ica,-1,0,visible,Smije?na majica,?elite poklon koji ce izazvati salve smijeha? Smije?na djecja majica oceva porezna olak?ica ce osvojiti svakoga tko ima smisla za humor. Idealno za poklon ili vlastito u?ivanje!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/ocijevaolajsavadohodnine.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
412050,simple,0023,,Smije?na djecja majica jednog dana cu imati kljuceve a ti ce? biti u pelenama,-1,0,visible,Smije?na majica,Izmamite osmijehe i odu?evljenje uz Smije?na djecja majica jednog dana cu imati kljuceve a ti ce? biti u pelenama. Ovaj ?aljivi proizvod pravi je odabir za svakog tko cijeni dobru ?alu i originalnost!,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/onedayy.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
412293,simple,0024,,Smije?na djecja majica molim ne stiskajte obraze,-1,0,visible,Smije?na majica,"?elite razveseliti dragu osobu? Uz Smije?na djecja majica molim ne stiskajte obraze, smijeh i dobro raspolo?enje su zajamceni ? poklon koji ce se pamtiti!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/please_do_not_squeeze_the_cheeks.png,,,,,,,,,0,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
412534,simple,0025,,Smije?na djecja majica kaka u tijeku,-1,0,visible,Smije?na majica,?elite biti zvijezda zabave? Uz Smije?na djecja majica kaka u tijeku cete sigurno pogoditi ukus svakog tko voli zabavne i kreativne poklone.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/pooping_niprogress.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
412772,simple,0026,,Smije?na djecja majica nedavno iseljen,-1,0,visible,Smije?na majica,"?elite poklon koji ce biti hit veceri? Smije?na djecja majica nedavno iseljen je zabavan, moderan i ba? ono ?to trebate da zacinite svaku situaciju.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/recentlyevictedd.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413010,simple,0027,,Smije?na djecja majica dokaz sam da tata voli seks,-1,0,visible,Smije?na majica,Smije?na djecja majica dokaz sam da tata voli seks nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/semdokazdamojockaradseksa.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413251,simple,0028,,Smije?na djecja majica pljuvanje se dogada,-1,0,visible,Smije?na majica,Dosta vam je dosadnih poklona? Poklonite ne?to ?to se istice! Smije?na djecja majica pljuvanje se dogada je kreativan i ?aljiv odabir za ljude sa stilom i humorom.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/spithappensss.png,,,,,,,,,0,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413489,simple,0029,,Smije?na djecja majica nevolja je moje srednje ime,-1,0,visible,Smije?na majica,"Smije?na djecja majica nevolja je moje srednje ime je idealan nacin da iska?ete svoju duhovitu stranu. Poklon za ljude koji vole smijeh, zabavu i originalnost!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/troubleismymiddlename.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413727,simple,0030,,Smije?na djecja majica svaka slicnost s po?tarom je slucajna,-1,0,visible,Smije?na majica,"?elite razveseliti dragu osobu? Uz Smije?na djecja majica svaka slicnost s po?tarom je slucajna, smijeh i dobro raspolo?enje su zajamceni ? poklon koji ce se pamtiti!",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/vsaka_podobnost_s_po_tarjem_je_slu_ajna.png,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413790,simple,0032,,Smije?na djecja majica radim za mlijeko,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na djecja majica radim za mlijeko je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/willworkformilk.png,,,,,,,,,0,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
413966,simple,0031,,Smije?na djecja majica ako misli? da sam ja slatka pricekaj da vidi? moju mamu,-1,0,visible,Smije?na majica,"Ako tra?ite nacin da razbijete monotoniju, Smije?na djecja majica ako misli? da sam ja slatka pricekaj da vidi? moju mamu je ono ?to trebate. Savr?en spoj humora i originalnosti koji ce svakoga nasmijati do suza.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Otro?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/cemislisdasemjaslustna.jpg,,,,,,,,,1,,1252854,Velikost,"Otro?ka 1-2 leti, Otro?ka 2-3 leti, Otro?ka 3-4 leta, Otro?ka 5-6 let, Otro?ka 7-8 let",1,1,Barva majice,"Bela, Modra, Rdeca, Rumena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
427154,simple,0033,,Smije?na majica FBI female body inspector,-1,0,visible,Smije?na majica,?elite biti zvijezda zabave? Uz Smije?na majica fbi female body inspector cete sigurno pogoditi ukus svakog tko voli zabavne i kreativne poklone.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90",Mo?ke majice,,,https://top-majice.hr/wp-content/uploads/2025/06/FBI-Federal-body-inspector.png,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
427914,simple,0034,,Smije?na majica alkohol ne smije patiti zbog posla,-1,0,visible,Smije?na majica,"?elite poklon koji ce biti hit veceri? Smije?na majica alkohol ne smije patiti zbog posla je zabavan, moderan i ba? ono ?to trebate da zacinite svaku situaciju.",,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2025/06/Alkohol-ne-sme-trpeti-zaradi-sluzbe.png,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
430186,simple,0035,,Smije?na majica Imam 20 ? pa ?ta onda?,-1,0,visible,Smije?na majica,Smije?na majica imam 20 ? pa ?ta onda? nije samo proizvod ? to je recept za dobro raspolo?enje! Iznenadite sebe ili druge originalnim poklonom punim duha i zabave.,,,taxable,,1,,,0,0,1,,,,0,,,"11,90","?enske majice, Majice za rojstni dan, Mo?ke majice",,,https://top-majice.hr/wp-content/uploads/2025/06/20-jih-imam-pa-kaj.png,,,,,,,,,9,,1252539,Vrsta in velikost majice,"?enska L, ?enska M, ?enska S, ?enska XL, Mo?ka L, Mo?ka M, Mo?ka S, Mo?ka XL, Mo?ka XXL",1,1,Barva majice,"Bela, Crna, Kraljevo modra, Oran?na, Rdeca, Roza, Zelena",1,1,Barva teksta na majici,"?ivo rumena, Bela, Crna, Kraljevsko modra, Rdeca, Roza",1,1,,,,,,,,
